City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Newport,GB,51.5877,-2.9984,50.07,84,83,11.68,broken clouds
456,Gamba,GA,-2.65,10.0,74.8,93,100,6.96,light rain
457,Naberera,TZ,-4.2,36.9333,62.29,84,77,3.38,broken clouds
458,Orchard Homes,US,46.8633,-114.0484,37.54,70,90,3.0,overcast clouds
459,Petropavl,KZ,54.8753,69.1628,13.98,79,0,11.18,clear sky
460,Studina,RO,43.9667,24.4167,39.25,88,2,6.22,clear sky
461,Afonso Bezerra,BR,-5.4983,-36.5056,77.72,74,100,15.23,overcast clouds
462,Darnah,LY,32.767,22.6367,63.48,72,100,21.52,overcast clouds
463,Palora,EC,-1.7,-77.9333,65.08,97,93,2.64,light rain
464,Kushiro,JP,42.975,144.3747,40.15,60,20,2.3,few clouds
465,Dingzhou,CN,38.5131,114.9956,39.31,49,65,6.71,broken clouds
466,Maningrida,AU,-12.0667,134.2667,90.48,50,100,10.25,overcast clouds
467,Araouane,ML,18.9048,-3.5265,74.95,29,65,10.85,broken clouds
468,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,89,75,14.97,broken clouds
469,Vidim,RU,56.4088,103.1106,0.46,91,100,4.94,overcast clouds
470,Waingapu,ID,-9.6567,120.2641,86.34,65,100,5.1,overcast clouds
471,Hervey Bay,AU,-25.2986,152.8535,84.04,65,98,11.14,overcast clouds
472,Severnoye,RU,56.3491,78.3619,16.74,84,100,12.35,overcast clouds
473,Muroto,JP,33.2833,134.15,57.24,57,100,4.12,overcast clouds
474,Labuhan,ID,-6.8844,112.2051,84.97,68,66,2.66,broken clouds
475,Tsagan Aman,RU,47.5639,46.7218,44.31,73,48,24.2,scattered clouds
476,Antofagasta,CL,-23.65,-70.4,60.08,74,40,3.38,scattered clouds
477,Nguru,NG,12.8791,10.4526,75.31,20,0,9.69,clear sky
478,Taree,AU,-31.9,152.4667,71.53,83,75,5.75,moderate rain
479,Santiago Atitlan,GT,14.6382,-91.229,63.81,90,84,6.33,broken clouds
480,Balabac,PH,7.9868,117.0645,84.24,73,90,4.5,overcast clouds
481,Ormara,PK,25.2088,64.6357,73.99,30,0,8.39,clear sky
482,Khaga,IN,25.7833,81.1167,66.76,67,1,4.65,clear sky
483,Bairiki,KI,1.3292,172.9752,86.0,70,40,13.8,scattered clouds
484,Governador Valadares,BR,-18.8511,-41.9494,71.56,99,100,3.29,overcast clouds
485,Richards Bay,ZA,-28.783,32.0377,64.08,85,100,3.6,overcast clouds
486,Zima,RU,53.9202,102.0442,-0.94,86,100,4.76,overcast clouds
487,Santiago Del Estero,AR,-27.7951,-64.2615,76.14,35,68,11.1,broken clouds
488,Pitimbu,BR,-7.4706,-34.8086,79.39,74,100,11.12,overcast clouds
489,Constitucion,CL,-35.3333,-72.4167,55.36,83,50,7.58,scattered clouds
490,Mogadishu,SO,2.0371,45.3438,78.35,79,42,11.56,scattered clouds
491,Panguna,PG,-6.3164,155.4848,80.51,65,57,3.65,light rain
492,Ural,RU,55.9078,94.7464,17.89,82,100,10.74,overcast clouds
493,Geesthacht,DE,53.4333,10.3667,49.37,91,100,13.49,overcast clouds
494,Jabinyanah,TN,35.035,10.9081,53.4,76,69,3.47,broken clouds
495,Canavieiras,BR,-15.675,-38.9472,75.74,88,98,5.5,overcast clouds
496,Kununurra,AU,-15.7667,128.7333,93.18,49,55,11.5,broken clouds
497,Naze,JP,28.3667,129.4833,72.52,75,97,13.6,overcast clouds
498,Qasigiannguit,GL,68.8193,-51.1922,25.05,92,100,3.87,light snow
499,Porto Novo,BJ,6.4965,2.6036,78.67,87,40,4.25,scattered clouds
500,Tatawin,TN,32.9297,10.4518,58.08,91,69,0.83,broken clouds
501,Sao Simao,BR,-21.4792,-47.5508,70.25,89,81,7.34,broken clouds
502,Krasnogorskoye,RU,52.2953,86.1979,7.66,92,74,4.05,broken clouds
503,Asmara,ER,15.3333,38.9333,54.84,66,0,0.81,clear sky
504,Berlevag,NO,70.8578,29.0864,29.39,63,100,27.65,light snow
505,Bukachacha,RU,52.9833,116.9167,12.58,79,99,2.98,overcast clouds
506,Yerky,UA,48.9906,30.9882,40.12,92,40,10.8,scattered clouds
507,Kamaishi,JP,39.2667,141.8833,43.75,51,32,1.92,scattered clouds
508,Brae,GB,60.3964,-1.353,39.11,66,98,22.7,overcast clouds
509,Sur,OM,22.5667,59.5289,73.83,58,0,10.47,clear sky
510,Saint George,US,37.1041,-113.5841,61.39,37,1,1.99,clear sky
511,Hashtrud,IR,37.4779,47.0508,38.43,65,100,4.99,overcast clouds
512,Ravar,IR,31.2656,56.8055,50.97,40,0,2.21,clear sky
513,San Andres,CO,12.5847,-81.7006,82.42,83,90,10.36,overcast clouds
514,Lewistown,US,40.5992,-77.5714,40.59,64,1,0.0,clear sky
515,Gatesville,US,31.4352,-97.7439,66.49,77,1,4.61,clear sky
516,Kade,DE,52.3833,12.2667,50.02,79,100,10.85,overcast clouds
517,Kupang,ID,-10.1667,123.5833,88.12,63,100,3.62,overcast clouds
518,Dubai,AE,25.2582,55.3047,73.33,68,0,5.75,clear sky
519,Mulege,MX,26.8833,-111.9833,68.67,62,54,0.89,broken clouds
520,Dawson,US,31.7735,-84.4466,60.22,73,4,9.31,clear sky
521,Mayo,US,38.8876,-76.5119,42.94,80,100,8.16,overcast clouds
522,Det Udom,TH,14.906,105.0784,85.03,69,46,4.25,scattered clouds
523,Ancona,IT,43.55,13.1667,47.34,60,11,1.14,mist
524,Mali,GN,12.079,-12.2982,63.82,29,0,1.99,clear sky
525,Senno,RU,59.5336,33.9167,30.88,95,100,10.67,light snow
526,Srednekolymsk,RU,67.45,153.6833,-21.08,100,70,3.67,broken clouds
527,Bagdarin,RU,54.4333,113.6,6.98,85,97,2.68,overcast clouds
528,Sao Joao Do Piaui,BR,-8.3581,-42.2467,82.31,41,7,1.48,clear sky
529,Kousseri,CM,12.0769,15.0306,75.16,22,23,8.05,few clouds
530,Yumen,CN,40.2833,97.2,19.02,53,0,8.61,clear sky
531,Kutum,SD,14.2,24.6667,59.94,34,0,6.73,clear sky
532,Manado,ID,1.487,124.8455,88.57,66,40,1.14,scattered clouds
533,Tahoua,NE,14.8888,5.2692,76.14,19,0,10.25,clear sky
534,Bezdan,RS,45.8502,18.9259,38.71,88,5,3.44,clear sky
535,Uyemskiy,RU,64.4743,40.8524,28.45,93,90,2.24,overcast clouds
536,Manaure,CO,11.7751,-72.4445,80.01,81,100,16.04,overcast clouds
537,Abha,SA,18.2164,42.5053,51.62,87,0,0.0,clear sky
538,Machhlishahr,IN,25.6833,82.4167,62.55,56,0,5.17,clear sky
539,Kulhudhuffushi,MV,6.6221,73.07,81.64,68,95,15.52,overcast clouds
540,Inhambane,MZ,-23.865,35.3833,73.51,74,100,8.99,overcast clouds
541,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,75,75,8.95,light intensity shower rain
542,Edd,ER,13.9297,41.6925,80.11,57,2,3.33,clear sky
543,Margate,GB,51.3813,1.3862,49.69,86,100,1.99,overcast clouds
544,Mandera,KE,3.9366,41.867,78.08,72,99,11.72,overcast clouds
545,Balestrand,NO,61.2076,6.5334,37.17,90,83,6.38,broken clouds
546,Ivankiv,UA,50.9386,29.8943,41.25,83,100,16.24,overcast clouds
547,Seoul,KR,37.5683,126.9778,51.24,79,75,2.3,mist
548,Barcelos,PT,41.5388,-8.6151,59.92,66,100,2.93,overcast clouds
549,Phuket,TH,8.0,98.25,84.09,89,20,0.0,few clouds
550,Sept-Iles,CA,50.2001,-66.3821,29.05,81,20,4.0,few clouds
551,Springbok,ZA,-29.6643,17.8865,53.78,63,10,3.8,clear sky
552,Shymkent,KZ,42.3,69.6,28.99,64,8,11.18,clear sky
553,Manacapuru,BR,-3.2997,-60.6206,79.38,92,100,1.14,overcast clouds
554,Zyryanka,RU,65.75,150.85,-15.68,100,96,1.1,overcast clouds
555,Walvis Bay,NA,-22.9575,14.5053,59.09,82,52,1.14,broken clouds
556,Cacu,BR,-18.5567,-51.1308,72.1,92,96,2.08,overcast clouds
557,Camana,PE,-16.6228,-72.7111,67.01,82,98,7.9,overcast clouds
558,Laohekou,CN,32.3858,111.6678,56.44,39,100,18.48,light rain
559,Ambulu,ID,-8.345,113.6058,81.72,74,100,0.6,overcast clouds
560,Sakaiminato,JP,35.55,133.2333,53.58,76,75,3.44,broken clouds
561,Sinnamary,GF,5.3833,-52.95,78.8,85,100,7.74,overcast clouds
562,Mantua,IT,45.1667,10.7833,47.35,92,0,1.99,clear sky
563,Atambua,ID,-9.1061,124.8925,85.84,63,92,2.91,overcast clouds
564,Zemio,CF,5.0314,25.1361,70.84,84,94,2.13,overcast clouds
565,Lingyuan,CN,41.24,119.4011,36.21,59,100,6.4,overcast clouds
566,Luanshya,ZM,-13.1367,28.4166,63.66,91,86,0.54,light rain
567,Kartuzy,PL,54.3342,18.1974,46.85,81,75,17.27,broken clouds
568,Alghero,IT,40.5589,8.3181,54.99,100,20,2.3,fog
569,Agadez,NE,19.75,10.25,72.41,24,96,2.8,overcast clouds
570,Adwa,ET,14.1646,38.8955,58.35,58,0,1.92,clear sky
571,Tashtagol,RU,52.7657,87.8894,11.93,94,98,3.02,overcast clouds
572,Ulladulla,AU,-35.35,150.4667,60.87,90,100,9.55,light rain
573,Carupano,VE,10.6678,-63.2585,77.11,88,87,9.82,overcast clouds
574,Asino,RU,56.9979,86.1452,18.66,86,100,13.06,overcast clouds
575,Caorle,IT,45.5966,12.8758,47.34,96,13,2.86,few clouds
576,Placido De Castro,BR,-10.3353,-67.1856,72.37,95,100,1.66,overcast clouds
577,Fort Nelson,CA,58.8053,-122.7002,-4.41,77,75,3.44,broken clouds
578,Marzuq,YE,14.4,46.4667,65.05,43,10,3.89,clear sky
579,Pinahat,IN,26.8839,78.3781,67.37,80,2,3.96,clear sky
580,Tagusao,PH,9.1924,117.8141,84.65,70,71,1.57,broken clouds
581,Mao,ES,39.8885,4.2658,61.36,94,75,5.75,broken clouds
582,Genc,TR,38.7507,40.5603,43.23,95,100,3.8,overcast clouds
583,Sobolevo,RU,54.4299,31.8996,37.13,85,100,12.73,overcast clouds
584,Ust-Kulom,RU,61.6864,53.6902,24.01,96,100,7.23,light snow
585,Tilichiki,RU,60.4667,166.1,5.83,93,99,10.4,overcast clouds
586,Janakpur,NP,26.7183,85.9065,67.24,72,0,1.34,clear sky
587,Pandan,PH,14.0453,124.1694,83.46,80,71,6.35,broken clouds
588,Colares,PT,38.7992,-9.4469,57.29,77,57,8.01,broken clouds
589,Anori,BR,-3.7728,-61.6442,73.38,97,100,2.01,overcast clouds
590,Katangli,RU,51.7102,143.2326,25.63,65,60,17.52,broken clouds
591,Padang,ID,-0.9492,100.3543,77.05,74,98,1.9,overcast clouds
592,Hoa Binh,VN,20.8133,105.3383,75.09,89,100,1.23,overcast clouds
593,Saint-Joseph,RE,-21.3667,55.6167,73.76,70,16,6.33,few clouds
594,Sisophon,KH,13.5859,102.9737,82.54,79,47,4.72,scattered clouds
595,Khokhlovo,RU,59.1492,37.3998,30.94,94,100,9.86,light snow
596,Togur,RU,58.3631,82.8265,18.81,87,100,11.68,overcast clouds
597,Anzio,IT,41.4853,12.6179,57.45,68,0,3.13,clear sky
598,Kushima,JP,31.4583,131.2333,60.84,61,100,5.12,overcast clouds
599,Leshukonskoye,RU,64.8989,45.7622,22.06,97,99,4.72,overcast clouds
600,Bonfim,BR,3.0833,-59.95,79.79,77,100,2.21,overcast clouds
601,Isabela,PH,6.7085,121.9711,87.85,66,21,2.89,few clouds
602,Vemalwada,IN,18.4667,78.8833,73.67,93,92,5.99,overcast clouds
603,Ust-Ilimsk,RU,58.0006,102.6619,1.36,94,98,3.89,overcast clouds
604,Jiangyan,CN,32.5061,120.1428,57.4,85,100,2.04,overcast clouds
605,Naryan-Mar,RU,67.6713,53.087,18.79,96,95,8.39,overcast clouds
606,Phalodi,IN,27.1333,72.3667,68.29,55,0,7.74,clear sky
607,Rio Grande,BR,-32.035,-52.0986,66.07,76,0,14.16,clear sky
608,Rancho Veloz,CU,22.8806,-80.3917,75.69,86,43,8.57,scattered clouds
609,Hazorasp,UZ,41.3194,61.0742,28.24,51,15,6.35,few clouds
610,Qaqortoq,GL,60.7167,-46.0333,34.3,100,100,3.29,moderate rain
611,Bogorodsk,RU,56.1033,43.5158,31.35,91,90,14.32,overcast clouds
612,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,38,19.13,scattered clouds
613,Puerto Leguizamo,CO,-0.1934,-74.7819,72.05,97,100,3.13,overcast clouds
614,Svetlogorsk,BY,52.6333,29.7333,39.9,96,100,7.58,overcast clouds
615,San Quintin,MX,30.4833,-115.95,60.76,85,100,7.85,overcast clouds
616,Namibe,AO,-15.1961,12.1522,67.06,80,96,4.38,overcast clouds
617,Mahuva,IN,21.0914,71.7622,77.99,62,20,12.86,few clouds
618,Cozumel,MX,20.5083,-86.9458,77.11,95,100,3.0,overcast clouds
619,Komsomolskiy,UZ,40.4272,71.7189,27.82,63,0,4.61,clear sky
620,Las Varas,MX,21.1667,-105.1667,80.19,76,1,3.56,clear sky
621,Manacor,ES,39.5696,3.2096,59.32,75,100,10.33,overcast clouds
622,Boueni,YT,-12.9025,45.0761,80.58,74,20,4.34,few clouds
623,La Ronge,CA,55.1001,-105.2842,10.65,67,75,13.8,light shower snow
624,Zhanjiang,CN,21.2815,110.3427,80.17,69,0,13.24,clear sky
625,Inuvik,CA,68.3499,-133.7218,0.61,85,40,2.3,scattered clouds
626,Mayskiy,RU,47.6931,40.1025,44.44,68,84,13.29,broken clouds
627,Belozerskoye,RU,55.8214,65.5842,20.71,82,100,15.88,overcast clouds
628,Bahia Blanca,AR,-38.7196,-62.2724,66.63,47,0,8.95,clear sky
629,Klaksvik,FO,62.2266,-6.589,40.12,71,99,29.37,overcast clouds
630,Itoman,JP,26.1247,127.6694,80.62,61,40,11.5,scattered clouds
631,Kargasok,RU,59.0556,80.8572,20.46,85,100,12.17,overcast clouds
632,Northam,GB,51.0333,-4.2167,49.91,72,100,18.16,overcast clouds
633,Ewa Beach,US,21.3156,-158.0072,84.15,60,1,10.0,clear sky
634,Natal,BR,-5.795,-35.2094,79.02,83,20,4.61,few clouds
635,Vallenar,CL,-28.5708,-70.7581,67.33,49,0,1.59,clear sky
636,Gejiu,CN,23.306,103.1635,54.55,84,59,4.09,broken clouds
637,Aviles,ES,43.5547,-5.9248,52.93,85,20,6.91,few clouds
638,Garowe,SO,8.4054,48.4845,65.26,90,80,7.18,broken clouds
639,Ibipeba,BR,-11.6408,-42.0111,72.21,76,32,4.34,scattered clouds
640,Contamana,PE,-7.3333,-75.0167,72.21,99,69,2.75,light rain
641,Karratha,AU,-20.7377,116.8463,83.86,45,99,17.92,overcast clouds
642,Melita,CA,49.2681,-100.9967,34.54,75,100,11.43,overcast clouds
643,Matay,EG,28.419,30.7792,57.69,72,43,5.06,scattered clouds
644,Pokaran,IN,26.9167,71.9167,68.41,62,0,8.16,clear sky
645,Huaicheng,CN,23.9051,112.1931,70.32,88,99,0.4,overcast clouds
646,Telimele,GN,10.9167,-13.3333,69.33,76,0,0.49,clear sky
647,Neverkino,RU,52.7854,46.7417,31.03,94,100,20.87,light snow
648,Dumai,ID,1.6833,101.45,84.67,71,99,2.93,overcast clouds
649,Champerico,GT,14.3,-91.9167,81.28,76,58,4.14,broken clouds
650,Byron Bay,AU,-28.65,153.6167,79.05,73,99,6.73,light rain
651,Chivilcoy,AR,-34.8957,-60.0167,78.03,10,0,5.99,clear sky
652,Obilnoye,RU,44.2457,43.5613,47.59,73,100,7.14,overcast clouds
653,Mariental,NA,-24.6333,17.9667,66.34,31,0,5.77,clear sky
654,Buraydah,SA,26.326,43.975,54.05,46,1,2.26,clear sky
655,Road Town,VG,18.4167,-64.6167,78.89,75,45,14.07,scattered clouds
656,Rock Springs,US,41.5875,-109.2029,35.24,63,90,7.0,overcast clouds
657,Yuci,CN,37.6803,112.7319,35.35,17,0,22.37,clear sky
658,Itupiranga,BR,-5.1347,-49.3267,75.52,94,25,2.46,scattered clouds
659,San Policarpo,PH,12.1791,125.5072,83.66,79,71,6.71,broken clouds
660,Alta Floresta,BR,-9.8756,-56.0861,72.18,95,33,1.9,scattered clouds
661,San Ignacio,BZ,17.1561,-89.0714,77.14,88,40,0.0,scattered clouds
662,Rorvik,NO,64.8621,11.2373,39.83,65,100,30.82,overcast clouds
663,Tazovskiy,RU,67.4667,78.7,-3.62,93,100,20.2,overcast clouds
664,Gat,IL,31.61,34.7642,60.4,75,94,3.96,overcast clouds
665,Erdenet,MN,49.0333,104.0833,3.31,59,8,4.88,clear sky
666,Venado Tuerto,AR,-33.7456,-61.9688,73.76,35,0,8.34,clear sky
667,Kungurtug,RU,50.5994,97.5228,-4.16,75,81,1.77,broken clouds
668,Donghai,CN,22.9459,115.642,73.94,68,92,4.63,overcast clouds
669,Sorland,NO,67.667,12.6934,36.73,62,100,30.11,overcast clouds
670,Tomatlan,MX,19.9333,-105.25,73.51,74,0,3.11,clear sky
671,Kaeo,NZ,-35.1,173.7833,74.32,74,96,6.8,overcast clouds
672,Ambon,ID,-3.6954,128.1814,89.74,66,20,3.44,few clouds
673,Asfi,MA,32.2994,-9.2372,61.41,84,96,4.21,overcast clouds
674,Honiara,SB,-9.4333,159.95,86.25,63,2,6.33,clear sky
675,Bodaybo,RU,57.8506,114.1933,6.94,93,100,0.89,overcast clouds
676,Sudak,UA,44.85,34.9667,48.49,75,29,7.87,scattered clouds
677,Manoel Urbano,BR,-8.8389,-69.2597,72.09,89,96,1.9,moderate rain
678,Anna,RU,51.4842,40.4299,34.16,77,77,16.62,broken clouds
679,Rognan,NO,67.0953,15.3878,35.74,95,89,4.12,overcast clouds
680,Belaya Gora,RU,68.5333,146.4167,-5.91,99,100,1.88,overcast clouds
